y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.009,0,0.991
1,3,0.65,0,0.35
1,4,0.994,0,0.006
2,1,0,0,1
2,2,0.039,0,0.961
2,3,0.944,0,0.056
2,4,1,0,0
3,1,0,0,1
3,2,0.018,0,0.982
3,3,0.9535,0,0.0465
3,4,0.9995,0,0.0005
4,1,0,0,1
4,2,0,0,1
4,3,0.097,0,0.903
4,4,0.961,0,0.039
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.1945,0,0.8055
6,1,0,0.0065,0.9935
6,2,0,0.0185,0.9815
6,3,0,0.0605,0.9395
6,4,0.001,0.17,0.829
7,1,0,0.0025,0.9975
7,2,0,0.0555,0.9445
7,3,0,0.7665,0.2335
7,4,0,0.9965,0.0035
8,1,0,0,1
8,2,0,0,1
8,3,0,0.0705,0.9295
8,4,0,0.791,0.209
9,1,0,0,1
9,2,0,0.026,0.974
9,3,0,0.669,0.331
9,4,0,0.9505,0.0495
10,1,0,0,1
10,2,0,0,1
10,3,0,0.1105,0.8895
10,4,0,0.618,0.382
