y,fzone,punt,kick,gofor
1,1,0.381,0,0.619
1,2,0.9915,0,0.0085
1,3,1,0,0
1,4,1,0,0
2,1,0.2725,0,0.7275
2,2,0.9865,0,0.0135
2,3,1,0,0
2,4,1,0,0
3,1,0.5575,0,0.4425
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.159,0,0.841
4,2,0.9835,0,0.0165
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.415,0,0.585
5,3,0.999,0,0.001
5,4,1,0,0
6,1,0,0.01,0.99
6,2,0,0.0315,0.9685
6,3,0.6455,0.078,0.2765
6,4,0.9155,0.084,0.0005
7,1,0,0.5875,0.4125
7,2,0,0.9975,0.0025
7,3,0,1,0
7,4,0,1,0
8,1,0,0.383,0.617
8,2,0,0.998,0.002
8,3,0,1,0
8,4,0,1,0
9,1,0,0.937,0.063
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.1485,0.8515
10,2,0,0.978,0.022
10,3,0,0.9995,0.0005
10,4,0,1,0
