y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.446,0,0.554
1,3,1,0,0
1,4,1,0,0
2,1,0.0275,0,0.9725
2,2,0.8845,0,0.1155
2,3,1,0,0
2,4,1,0,0
3,1,0.268,0,0.732
3,2,0.9955,0,0.0045
3,3,1,0,0
3,4,1,0,0
4,1,0.02,0,0.98
4,2,0.8935,0,0.1065
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.0045,0,0.9955
5,3,0.9665,0,0.0335
5,4,1,0,0
6,1,0,0.0065,0.9935
6,2,0,0.0165,0.9835
6,3,0.0225,0.058,0.9195
6,4,0.806,0.1135,0.0805
7,1,0,0.0085,0.9915
7,2,0,0.6605,0.3395
7,3,0,0.9995,0.0005
7,4,0,1,0
8,1,0,0,1
8,2,0,0.265,0.735
8,3,0,0.998,0.002
8,4,0,1,0
9,1,0,0.1815,0.8185
9,2,0,0.981,0.019
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0005,0.9995
10,2,0,0.5535,0.4465
10,3,0,0.9885,0.0115
10,4,0,0.9995,0.0005
