y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.011,0,0.989
1,3,0.7385,0,0.2615
1,4,0.993,0,0.007
2,1,0,0,1
2,2,0.057,0,0.943
2,3,0.9405,0,0.0595
2,4,0.9825,0,0.0175
3,1,0,0,1
3,2,0.0695,0,0.9305
3,3,0.965,0,0.035
3,4,0.9935,0,0.0065
4,1,0.0005,0,0.9995
4,2,0.0025,0,0.9975
4,3,0.423,0,0.577
4,4,0.975,0,0.025
5,1,0,0,1
5,2,0.0005,0,0.9995
5,3,0.0055,0,0.9945
5,4,0.576,0,0.424
6,1,0,0.007,0.993
6,2,0,0.025,0.975
6,3,0,0.0835,0.9165
6,4,0.0185,0.2115,0.77
7,1,0,0.013,0.987
7,2,0,0.554,0.446
7,3,0,0.974,0.026
7,4,0,0.9865,0.0135
8,1,0,0,1
8,2,0,0.007,0.993
8,3,0,0.8235,0.1765
8,4,0,0.9775,0.0225
9,1,0,0.002,0.998
9,2,0,0.4115,0.5885
9,3,0,0.9625,0.0375
9,4,0,0.9905,0.0095
10,1,0,0,1
10,2,0,0.0005,0.9995
10,3,0,0.478,0.522
10,4,0,0.9095,0.0905
