y,fzone,punt,kick,gofor
1,1,0.571,0,0.429
1,2,0.997,0,0.003
1,3,1,0,0
1,4,1,0,0
2,1,0.3855,0,0.6145
2,2,0.992,0,0.008
2,3,1,0,0
2,4,1,0,0
3,1,0.6455,0,0.3545
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.255,0,0.745
4,2,0.9895,0,0.0105
4,3,1,0,0
4,4,1,0,0
5,1,0.005,0,0.995
5,2,0.6185,0,0.3815
5,3,1,0,0
5,4,1,0,0
6,1,0,0.011,0.989
6,2,0.003,0.0335,0.9635
6,3,0.834,0.064,0.102
6,4,0.935,0.065,0
7,1,0,0.7045,0.2955
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.6305,0.3695
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.982,0.018
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.3805,0.6195
10,2,0,0.9955,0.0045
10,3,0,1,0
10,4,0,1,0
