y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.273,0,0.727
1,3,0.9955,0,0.0045
1,4,1,0,0
2,1,0,0,1
2,2,0.2165,0,0.7835
2,3,0.9955,0,0.0045
2,4,1,0,0
3,1,0.002,0,0.998
3,2,0.4615,0,0.5385
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.0445,0,0.9555
4,3,0.981,0,0.019
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.3185,0,0.6815
5,4,0.9945,0,0.0055
6,1,0,0.008,0.992
6,2,0,0.0235,0.9765
6,3,0.001,0.079,0.92
6,4,0.442,0.178,0.38
7,1,0,0.081,0.919
7,2,0,0.924,0.076
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0045,0.9955
8,2,0,0.7055,0.2945
8,3,0,1,0
8,4,0,1,0
9,1,0,0.337,0.663
9,2,0,0.9965,0.0035
9,3,0,1,0
9,4,0,1,0
10,1,0,0.001,0.999
10,2,0,0.481,0.519
10,3,0,0.986,0.014
10,4,0,0.9995,0.0005
