y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.336,0,0.664
1,3,0.9905,0,0.0095
1,4,1,0,0
2,1,0.0005,0,0.9995
2,2,0.2995,0,0.7005
2,3,0.9965,0,0.0035
2,4,1,0,0
3,1,0.003,0,0.997
3,2,0.5655,0,0.4345
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.013,0,0.987
4,3,0.9675,0,0.0325
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.117,0,0.883
5,4,0.9685,0,0.0315
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0,0.084,0.916
6,4,0.1875,0.2075,0.605
7,1,0,0.04,0.96
7,2,0,0.8505,0.1495
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.1405,0.8595
8,3,0,0.9965,0.0035
8,4,0,1,0
9,1,0,0.0345,0.9655
9,2,0,0.896,0.104
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.052,0.948
10,3,0,0.8565,0.1435
10,4,0,0.9825,0.0175
