y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0.1395,0,0.8605
1,4,0.9055,0,0.0945
2,1,0,0,1
2,2,0,0,1
2,3,0.0175,0,0.9825
2,4,0.854,0,0.146
3,1,0,0,1
3,2,0,0,1
3,3,0,0,1
3,4,0.094,0,0.906
4,1,0,0,1
4,2,0,0,1
4,3,0,0,1
4,4,0,0,1
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0,0,1
6,1,0,0,1
6,2,0,0,1
6,3,0,0.006,0.994
6,4,0,0.0305,0.9695
7,1,0,0,1
7,2,0,0,1
7,3,0,0.002,0.998
7,4,0,0.6335,0.3665
8,1,0,0,1
8,2,0,0,1
8,3,0,0,1
8,4,0,0.3945,0.6055
9,1,0,0,1
9,2,0,0.0235,0.9765
9,3,0,0.7385,0.2615
9,4,0,0.9695,0.0305
10,1,0,0,1
10,2,0,0.0005,0.9995
10,3,0,0.397,0.603
10,4,0,0.884,0.116
