y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.003,0,0.997
1,3,0.18,0,0.82
1,4,0.779,0,0.221
2,1,0,0,1
2,2,0.007,0,0.993
2,3,0.514,0,0.486
2,4,0.9875,0,0.0125
3,1,0,0,1
3,2,0.0005,0,0.9995
3,3,0.372,0,0.628
3,4,0.9915,0,0.0085
4,1,0,0,1
4,2,0,0,1
4,3,0,0,1
4,4,0.3495,0,0.6505
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.0105,0,0.9895
6,1,0,0.068,0.932
6,2,0,0.122,0.878
6,3,0,0.2435,0.7565
6,4,0,0.4075,0.5925
7,1,0,0.546,0.454
7,2,0,0.799,0.201
7,3,0,0.9575,0.0425
7,4,0,0.9965,0.0035
8,1,0,0.037,0.963
8,2,0,0.253,0.747
8,3,0,0.6765,0.3235
8,4,0,0.9355,0.0645
9,1,0,0.007,0.993
9,2,0,0.281,0.719
9,3,0,0.819,0.181
9,4,0,0.9665,0.0335
10,1,0,0,1
10,2,0,0,1
10,3,0,0.1885,0.8115
10,4,0,0.672,0.328
