y,fzone,punt,kick,gofor
1,1,0.001,0,0.999
1,2,0.4405,0,0.5595
1,3,0.9975,0,0.0025
1,4,1,0,0
2,1,0.001,0,0.999
2,2,0.403,0,0.597
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.006,0,0.994
3,2,0.688,0,0.312
3,3,0.9995,0,0.0005
3,4,1,0,0
4,1,0,0,1
4,2,0.0485,0,0.9515
4,3,0.988,0,0.012
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.2325,0,0.7675
5,4,0.989,0,0.011
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0,0.085,0.915
6,4,0.3025,0.2,0.4975
7,1,0,0.063,0.937
7,2,0,0.9,0.1
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.3125,0.6875
8,3,0,0.9985,0.0015
8,4,0,1,0
9,1,0,0.0785,0.9215
9,2,0,0.951,0.049
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.1215,0.8785
10,3,0,0.9155,0.0845
10,4,0,0.992,0.008
