y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.139,0,0.861
1,3,0.9725,0,0.0275
1,4,1,0,0
2,1,0,0,1
2,2,0.092,0,0.908
2,3,0.982,0,0.018
2,4,1,0,0
3,1,0,0,1
3,2,0.216,0,0.784
3,3,0.996,0,0.004
3,4,1,0,0
4,1,0,0,1
4,2,0.0005,0,0.9995
4,3,0.7965,0,0.2035
4,4,0.9995,0,0.0005
5,1,0,0,1
5,2,0,0,1
5,3,0.029,0,0.971
5,4,0.88,0,0.12
6,1,0,0.0095,0.9905
6,2,0,0.029,0.971
6,3,0,0.0945,0.9055
6,4,0.105,0.226,0.669
7,1,0,0.057,0.943
7,2,0,0.8515,0.1485
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.0755,0.9245
8,3,0,0.9895,0.0105
8,4,0,1,0
9,1,0,0.008,0.992
9,2,0,0.782,0.218
9,3,0,0.996,0.004
9,4,0,1,0
10,1,0,0,1
10,2,0,0.013,0.987
10,3,0,0.728,0.272
10,4,0,0.969,0.031
