y,fzone,punt,kick,gofor
1,1,0.007,0,0.993
1,2,0.6165,0,0.3835
1,3,0.9995,0,0.0005
1,4,1,0,0
2,1,0.005,0,0.995
2,2,0.5915,0,0.4085
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.022,0,0.978
3,2,0.8455,0,0.1545
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.1995,0,0.8005
4,3,0.998,0,0.002
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.5325,0,0.4675
5,4,0.997,0,0.003
6,1,0,0.009,0.991
6,2,0,0.0245,0.9755
6,3,0.0015,0.086,0.9125
6,4,0.524,0.1825,0.2935
7,1,0,0.131,0.869
7,2,0,0.9505,0.0495
7,3,0,1,0
7,4,0,1,0
8,1,0,0.002,0.998
8,2,0,0.6125,0.3875
8,3,0,1,0
8,4,0,1,0
9,1,0,0.2235,0.7765
9,2,0,0.9885,0.0115
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.29,0.71
10,3,0,0.9625,0.0375
10,4,0,0.9975,0.0025
