y,fzone,punt,kick,gofor
1,1,0.002,0,0.998
1,2,0.1215,0,0.8785
1,3,0.945,0,0.055
1,4,0.996,0,0.004
2,1,0.001,0,0.999
2,2,0.088,0,0.912
2,3,0.967,0,0.033
2,4,0.9995,0,0.0005
3,1,0,0,1
3,2,0.2015,0,0.7985
3,3,0.994,0,0.006
3,4,1,0,0
4,1,0,0,1
4,2,0.002,0,0.998
4,3,0.723,0,0.277
4,4,0.9985,0,0.0015
5,1,0,0,1
5,2,0,0,1
5,3,0.02,0,0.98
5,4,0.816,0,0.184
6,1,0,0.011,0.989
6,2,0,0.033,0.967
6,3,0,0.0945,0.9055
6,4,0.0715,0.232,0.6965
7,1,0,0.0425,0.9575
7,2,0,0.8075,0.1925
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.017,0.983
8,3,0,0.955,0.045
8,4,0,1,0
9,1,0,0.0015,0.9985
9,2,0,0.587,0.413
9,3,0,0.9845,0.0155
9,4,0,0.9995,0.0005
10,1,0,0,1
10,2,0,0.002,0.998
10,3,0,0.5805,0.4195
10,4,0,0.9465,0.0535
