y,fzone,punt,kick,gofor
1,1,0.774,0,0.226
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.609,0,0.391
2,2,0.999,0,0.001
2,3,1,0,0
2,4,1,0,0
3,1,0.8265,0,0.1735
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.458,0,0.542
4,2,0.997,0,0.003
4,3,1,0,0
4,4,1,0,0
5,1,0.025,0,0.975
5,2,0.8505,0,0.1495
5,3,1,0,0
5,4,1,0,0
6,1,0,0.013,0.987
6,2,0.038,0.036,0.926
6,3,0.922,0.0555,0.0225
6,4,0.9445,0.0555,0
7,1,0,0.82,0.18
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.826,0.174
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9965,0.0035
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.626,0.374
10,2,0,0.9995,0.0005
10,3,0,1,0
10,4,0,1,0
