y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.001,0,0.999
1,3,0.507,0,0.493
1,4,0.9925,0,0.0075
2,1,0,0,1
2,2,0.0075,0,0.9925
2,3,0.872,0,0.128
2,4,1,0,0
3,1,0,0,1
3,2,0.0115,0,0.9885
3,3,0.957,0,0.043
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.2685,0,0.7315
4,4,0.9935,0,0.0065
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.4345,0,0.5655
6,1,0,0.013,0.987
6,2,0,0.035,0.965
6,3,0,0.111,0.889
6,4,0.008,0.2755,0.7165
7,1,0,0.235,0.765
7,2,0,0.91,0.09
7,3,0,0.999,0.001
7,4,0,1,0
8,1,0,0.001,0.999
8,2,0,0.4015,0.5985
8,3,0,0.987,0.013
8,4,0,0.9995,0.0005
9,1,0,0.0625,0.9375
9,2,0,0.8945,0.1055
9,3,0,0.998,0.002
9,4,0,1,0
10,1,0,0,1
10,2,0,0.054,0.946
10,3,0,0.8475,0.1525
10,4,0,0.9835,0.0165
