y,fzone,punt,kick,gofor
1,1,0.001,0,0.999
1,2,0.406,0,0.594
1,3,0.9945,0,0.0055
1,4,1,0,0
2,1,0.001,0,0.999
2,2,0.365,0,0.635
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0045,0,0.9955
3,2,0.645,0,0.355
3,3,0.9995,0,0.0005
3,4,1,0,0
4,1,0,0,1
4,2,0.0275,0,0.9725
4,3,0.9835,0,0.0165
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.1855,0,0.8145
5,4,0.9835,0,0.0165
6,1,0,0.008,0.992
6,2,0,0.0255,0.9745
6,3,0,0.084,0.916
6,4,0.2515,0.2065,0.542
7,1,0,0.0535,0.9465
7,2,0,0.877,0.123
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.23,0.77
8,3,0,0.998,0.002
8,4,0,1,0
9,1,0,0.0575,0.9425
9,2,0,0.9305,0.0695
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0855,0.9145
10,3,0,0.8945,0.1055
10,4,0,0.987,0.013
