y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.012,0,0.988
1,3,0.8375,0,0.1625
1,4,1,0,0
2,1,0,0,1
2,2,0.0015,0,0.9985
2,3,0.803,0,0.197
2,4,1,0,0
3,1,0,0,1
3,2,0.009,0,0.991
3,3,0.921,0,0.079
3,4,0.9995,0,0.0005
4,1,0,0,1
4,2,0,0,1
4,3,0.206,0,0.794
4,4,0.989,0,0.011
5,1,0,0,1
5,2,0,0,1
5,3,0.0005,0,0.9995
5,4,0.4565,0,0.5435
6,1,0,0.008,0.992
6,2,0,0.029,0.971
6,3,0,0.103,0.897
6,4,0.0115,0.264,0.7245
7,1,0,0.2245,0.7755
7,2,0,0.959,0.041
7,3,0,1,0
7,4,0,1,0
8,1,0,0.005,0.995
8,2,0,0.642,0.358
8,3,0,1,0
8,4,0,1,0
9,1,0,0.1905,0.8095
9,2,0,0.9895,0.0105
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.23,0.77
10,3,0,0.9665,0.0335
10,4,0,0.9965,0.0035
