y,fzone,punt,kick,gofor
1,1,0.793,0,0.207
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.673,0,0.327
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.884,0,0.116
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.5595,0,0.4405
4,2,0.999,0,0.001
4,3,1,0,0
4,4,1,0,0
5,1,0.0425,0,0.9575
5,2,0.907,0,0.093
5,3,1,0,0
5,4,1,0,0
6,1,0,0.012,0.988
6,2,0.0535,0.0345,0.912
6,3,0.932,0.053,0.015
6,4,0.947,0.053,0
7,1,0,0.772,0.228
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.7255,0.2745
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.99,0.01
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.4785,0.5215
10,2,0,0.9985,0.0015
10,3,0,1,0
10,4,0,1,0
