y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0155,0,0.9845
1,3,0.8255,0,0.1745
1,4,0.9975,0,0.0025
2,1,0,0,1
2,2,0.0105,0,0.9895
2,3,0.8965,0,0.1035
2,4,1,0,0
3,1,0,0,1
3,2,0.03,0,0.97
3,3,0.976,0,0.024
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.408,0,0.592
4,4,0.9965,0,0.0035
5,1,0,0,1
5,2,0,0,1
5,3,0.001,0,0.999
5,4,0.573,0,0.427
6,1,0,0.0075,0.9925
6,2,0,0.02,0.98
6,3,0,0.062,0.938
6,4,0.0175,0.186,0.7965
7,1,0,0,1
7,2,0,0.2965,0.7035
7,3,0,0.993,0.007
7,4,0,1,0
8,1,0,0,1
8,2,0,0,1
8,3,0,0.763,0.237
8,4,0,0.9985,0.0015
9,1,0,0.0005,0.9995
9,2,0,0.4215,0.5785
9,3,0,0.972,0.028
9,4,0,0.9965,0.0035
10,1,0,0,1
10,2,0,0.002,0.998
10,3,0,0.535,0.465
10,4,0,0.9315,0.0685
