y,fzone,punt,kick,gofor
1,1,0.02,0,0.98
1,2,0.714,0,0.286
1,3,1,0,0
1,4,1,0,0
2,1,0.011,0,0.989
2,2,0.69,0,0.31
2,3,1,0,0
2,4,1,0,0
3,1,0.048,0,0.952
3,2,0.916,0,0.084
3,3,1,0,0
3,4,1,0,0
4,1,0.0005,0,0.9995
4,2,0.358,0,0.642
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.704,0,0.296
5,4,0.9995,0,0.0005
6,1,0,0.0095,0.9905
6,2,0,0.0255,0.9745
6,3,0.0065,0.0865,0.907
6,4,0.6495,0.164,0.1865
7,1,0,0.179,0.821
7,2,0,0.967,0.033
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0055,0.9945
8,2,0,0.755,0.245
8,3,0,1,0
8,4,0,1,0
9,1,0,0.344,0.656
9,2,0,0.996,0.004
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0005,0.9995
10,2,0,0.414,0.586
10,3,0,0.9805,0.0195
10,4,0,0.9995,0.0005
