y,fzone,punt,kick,gofor
1,1,0.136,0,0.864
1,2,0.927,0,0.073
1,3,1,0,0
1,4,1,0,0
2,1,0.06,0,0.94
2,2,0.888,0,0.112
2,3,1,0,0
2,4,1,0,0
3,1,0.2235,0,0.7765
3,2,0.99,0,0.01
3,3,1,0,0
3,4,1,0,0
4,1,0.0365,0,0.9635
4,2,0.9135,0,0.0865
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.2525,0,0.7475
5,3,0.998,0,0.002
5,4,1,0,0
6,1,0,0.008,0.992
6,2,0,0.0245,0.9755
6,3,0.6225,0.066,0.3115
6,4,0.929,0.07,0.001
7,1,0,0.381,0.619
7,2,0,0.9895,0.0105
7,3,0,1,0
7,4,0,1,0
8,1,0,0.2505,0.7495
8,2,0,0.9895,0.0105
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9125,0.0875
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.128,0.872
10,2,0,0.9625,0.0375
10,3,0,0.9995,0.0005
10,4,0,1,0
