y,fzone,punt,kick,gofor
1,1,0.8665,0,0.1335
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.771,0,0.229
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.932,0,0.068
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.698,0,0.302
4,2,0.9995,0,0.0005
4,3,1,0,0
4,4,1,0,0
5,1,0.1,0,0.9
5,2,0.964,0,0.036
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0135,0.9865
6,2,0.1375,0.034,0.8285
6,3,0.947,0.051,0.002
6,4,0.949,0.051,0
7,1,0,0.8155,0.1845
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.813,0.187
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.995,0.005
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.617,0.383
10,2,0,0.999,0.001
10,3,0,1,0
10,4,0,1,0
