y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0585,0,0.9415
1,3,0.9505,0,0.0495
1,4,1,0,0
2,1,0,0,1
2,2,0.0565,0,0.9435
2,3,0.973,0,0.027
2,4,1,0,0
3,1,0,0,1
3,2,0.176,0,0.824
3,3,0.996,0,0.004
3,4,1,0,0
4,1,0,0,1
4,2,0.0025,0,0.9975
4,3,0.8745,0,0.1255
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.0645,0,0.9355
5,4,0.948,0,0.052
6,1,0,0.008,0.992
6,2,0,0.022,0.978
6,3,0,0.075,0.925
6,4,0.1765,0.194,0.6295
7,1,0,0.039,0.961
7,2,0,0.799,0.201
7,3,0,0.9995,0.0005
7,4,0,1,0
8,1,0,0,1
8,2,0,0.308,0.692
8,3,0,0.998,0.002
8,4,0,1,0
9,1,0,0.112,0.888
9,2,0,0.9415,0.0585
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.1995,0.8005
10,3,0,0.928,0.072
10,4,0,0.992,0.008
