y,fzone,punt,kick,gofor
1,1,0.4845,0,0.5155
1,2,0.9945,0,0.0055
1,3,1,0,0
1,4,1,0,0
2,1,0.339,0,0.661
2,2,0.9895,0,0.0105
2,3,1,0,0
2,4,1,0,0
3,1,0.604,0,0.396
3,2,0.999,0,0.001
3,3,1,0,0
3,4,1,0,0
4,1,0.203,0,0.797
4,2,0.984,0,0.016
4,3,1,0,0
4,4,1,0,0
5,1,0.001,0,0.999
5,2,0.4885,0,0.5115
5,3,0.999,0,0.001
5,4,1,0,0
6,1,0,0.011,0.989
6,2,0.001,0.034,0.965
6,3,0.7235,0.0735,0.203
6,4,0.9245,0.0755,0
7,1,0,0.675,0.325
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.5515,0.4485
8,2,0,0.9995,0.0005
8,3,0,1,0
8,4,0,1,0
9,1,0,0.97,0.03
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.277,0.723
10,2,0,0.991,0.009
10,3,0,1,0
10,4,0,1,0
