y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0105,0,0.9895
1,3,0.632,0,0.368
1,4,0.9905,0,0.0095
2,1,0,0,1
2,2,0.009,0,0.991
2,3,0.7785,0,0.2215
2,4,0.9995,0,0.0005
3,1,0,0,1
3,2,0.005,0,0.995
3,3,0.8705,0,0.1295
3,4,0.999,0,0.001
4,1,0,0,1
4,2,0,0,1
4,3,0.0285,0,0.9715
4,4,0.856,0,0.144
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.1235,0,0.8765
6,1,0,0.0095,0.9905
6,2,0,0.027,0.973
6,3,0,0.083,0.917
6,4,0.0005,0.2235,0.776
7,1,0,0.004,0.996
7,2,0,0.28,0.72
7,3,0,0.9735,0.0265
7,4,0,0.9985,0.0015
8,1,0,0,1
8,2,0,0,1
8,3,0,0.336,0.664
8,4,0,0.9665,0.0335
9,1,0,0,1
9,2,0,0.086,0.914
9,3,0,0.864,0.136
9,4,0,0.9845,0.0155
10,1,0,0,1
10,2,0,0,1
10,3,0,0.1905,0.8095
10,4,0,0.774,0.226
