y,fzone,punt,kick,gofor
1,1,0.0015,0,0.9985
1,2,0.1605,0,0.8395
1,3,0.968,0,0.032
1,4,0.9965,0,0.0035
2,1,0.0015,0,0.9985
2,2,0.134,0,0.866
2,3,0.986,0,0.014
2,4,0.9995,0,0.0005
3,1,0,0,1
3,2,0.2765,0,0.7235
3,3,0.996,0,0.004
3,4,1,0,0
4,1,0,0,1
4,2,0.0015,0,0.9985
4,3,0.7075,0,0.2925
4,4,0.9995,0,0.0005
5,1,0,0,1
5,2,0,0,1
5,3,0.012,0,0.988
5,4,0.7555,0,0.2445
6,1,0,0.008,0.992
6,2,0,0.0255,0.9745
6,3,0,0.081,0.919
6,4,0.049,0.214,0.737
7,1,0,0.008,0.992
7,2,0,0.631,0.369
7,3,0,0.9985,0.0015
7,4,0,1,0
8,1,0,0,1
8,2,0,0.0055,0.9945
8,3,0,0.9275,0.0725
8,4,0,0.9995,0.0005
9,1,0,0.001,0.999
9,2,0,0.5745,0.4255
9,3,0,0.9855,0.0145
9,4,0,0.999,0.001
10,1,0,0,1
10,2,0,0.002,0.998
10,3,0,0.6025,0.3975
10,4,0,0.952,0.048
