y,fzone,punt,kick,gofor
1,1,0.5175,0,0.4825
1,2,0.9975,0,0.0025
1,3,1,0,0
1,4,1,0,0
2,1,0.4065,0,0.5935
2,2,0.9955,0,0.0045
2,3,1,0,0
2,4,1,0,0
3,1,0.7075,0,0.2925
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.298,0,0.702
4,2,0.993,0,0.007
4,3,1,0,0
4,4,1,0,0
5,1,0.005,0,0.995
5,2,0.628,0,0.372
5,3,1,0,0
5,4,1,0,0
6,1,0,0.011,0.989
6,2,0.0015,0.0335,0.965
6,3,0.7925,0.068,0.1395
6,4,0.9315,0.0685,0
7,1,0,0.6695,0.3305
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.5345,0.4655
8,2,0,0.9995,0.0005
8,3,0,1,0
8,4,0,1,0
9,1,0,0.967,0.033
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.273,0.727
10,2,0,0.9905,0.0095
10,3,0,1,0
10,4,0,1,0
