y,fzone,punt,kick,gofor
1,1,0.803,0,0.197
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.683,0,0.317
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.888,0,0.112
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.572,0,0.428
4,2,0.999,0,0.001
4,3,1,0,0
4,4,1,0,0
5,1,0.0475,0,0.9525
5,2,0.9135,0,0.0865
5,3,1,0,0
5,4,1,0,0
6,1,0,0.012,0.988
6,2,0.06,0.0345,0.9055
6,3,0.9355,0.053,0.0115
6,4,0.947,0.053,0
7,1,0,0.7735,0.2265
7,2,0,0.9995,0.0005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.7285,0.2715
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.99,0.01
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.4885,0.5115
10,2,0,0.9985,0.0015
10,3,0,1,0
10,4,0,1,0
