y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.2345,0,0.7655
1,3,0.9865,0,0.0135
1,4,1,0,0
2,1,0,0,1
2,2,0.19,0,0.81
2,3,0.9955,0,0.0045
2,4,1,0,0
3,1,0.001,0,0.999
3,2,0.3865,0,0.6135
3,3,0.9985,0,0.0015
3,4,1,0,0
4,1,0,0,1
4,2,0.002,0,0.998
4,3,0.9035,0,0.0965
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.0555,0,0.9445
5,4,0.9295,0,0.0705
6,1,0,0.009,0.991
6,2,0,0.0265,0.9735
6,3,0,0.086,0.914
6,4,0.1285,0.215,0.6565
7,1,0,0.0325,0.9675
7,2,0,0.8225,0.1775
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.0595,0.9405
8,3,0,0.9915,0.0085
8,4,0,1,0
9,1,0,0.0145,0.9855
9,2,0,0.8125,0.1875
9,3,0,0.997,0.003
9,4,0,1,0
10,1,0,0,1
10,2,0,0.023,0.977
10,3,0,0.7675,0.2325
10,4,0,0.9725,0.0275
