y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0.021,0,0.979
1,4,0.711,0,0.289
2,1,0,0,1
2,2,0,0,1
2,3,0.0085,0,0.9915
2,4,0.695,0,0.305
3,1,0,0,1
3,2,0,0,1
3,3,0,0,1
3,4,0.3515,0,0.6485
4,1,0,0,1
4,2,0,0,1
4,3,0,0,1
4,4,0.0275,0,0.9725
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.0005,0,0.9995
6,1,0,0.0005,0.9995
6,2,0,0.003,0.997
6,3,0,0.011,0.989
6,4,0,0.045,0.955
7,1,0,0,1
7,2,0,0,1
7,3,0,0.031,0.969
7,4,0,0.8395,0.1605
8,1,0,0,1
8,2,0,0,1
8,3,0,0.001,0.999
8,4,0,0.5045,0.4955
9,1,0,0,1
9,2,0,0.0085,0.9915
9,3,0,0.6545,0.3455
9,4,0,0.954,0.046
10,1,0,0,1
10,2,0,0,1
10,3,0,0.1225,0.8775
10,4,0,0.678,0.322
