y,fzone,punt,kick,gofor
1,1,0.433,0,0.567
1,2,0.994,0,0.006
1,3,1,0,0
1,4,1,0,0
2,1,0.3085,0,0.6915
2,2,0.9905,0,0.0095
2,3,1,0,0
2,4,1,0,0
3,1,0.6025,0,0.3975
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.1835,0,0.8165
4,2,0.9865,0,0.0135
4,3,1,0,0
4,4,1,0,0
5,1,0.0005,0,0.9995
5,2,0.4525,0,0.5475
5,3,0.9995,0,0.0005
5,4,1,0,0
6,1,0,0.01,0.99
6,2,0,0.032,0.968
6,3,0.677,0.075,0.248
6,4,0.921,0.0785,0.0005
7,1,0,0.5915,0.4085
7,2,0,0.998,0.002
7,3,0,1,0
7,4,0,1,0
8,1,0,0.39,0.61
8,2,0,0.9985,0.0015
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9395,0.0605
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.147,0.853
10,2,0,0.9785,0.0215
10,3,0,0.9995,0.0005
10,4,0,1,0
