y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.3215,0,0.6785
1,3,0.9815,0,0.0185
1,4,0.9975,0,0.0025
2,1,0.0005,0,0.9995
2,2,0.2855,0,0.7145
2,3,0.9955,0,0.0045
2,4,1,0,0
3,1,0.002,0,0.998
3,2,0.5435,0,0.4565
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.0085,0,0.9915
4,3,0.9565,0,0.0435
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.0975,0,0.9025
5,4,0.959,0,0.041
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0,0.084,0.916
6,4,0.17,0.21,0.62
7,1,0,0.034,0.966
7,2,0,0.836,0.164
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.111,0.889
8,3,0,0.9965,0.0035
8,4,0,1,0
9,1,0,0.0275,0.9725
9,2,0,0.877,0.123
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.044,0.956
10,3,0,0.84,0.16
10,4,0,0.9815,0.0185
