y,fzone,punt,kick,gofor
1,1,0.6755,0,0.3245
1,2,0.999,0,0.001
1,3,1,0,0
1,4,1,0,0
2,1,0.4315,0,0.5685
2,2,0.995,0,0.005
2,3,1,0,0
2,4,1,0,0
3,1,0.7085,0,0.2915
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.345,0,0.655
4,2,0.9955,0,0.0045
4,3,1,0,0
4,4,1,0,0
5,1,0.019,0,0.981
5,2,0.854,0,0.146
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0.0465,0.0305,0.923
6,3,0.937,0.052,0.011
6,4,0.948,0.052,0
7,1,0,0.707,0.293
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.734,0.266
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9945,0.0055
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.581,0.419
10,2,0,0.9995,0.0005
10,3,0,1,0
10,4,0,1,0
