y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.339,0,0.661
1,3,0.986,0,0.014
1,4,1,0,0
2,1,0.0005,0,0.9995
2,2,0.3025,0,0.6975
2,3,0.9955,0,0.0045
2,4,1,0,0
3,1,0.0035,0,0.9965
3,2,0.569,0,0.431
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.0135,0,0.9865
4,3,0.968,0,0.032
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.12,0,0.88
5,4,0.967,0,0.033
6,1,0,0.008,0.992
6,2,0,0.0255,0.9745
6,3,0,0.0845,0.9155
6,4,0.1875,0.2085,0.604
7,1,0,0.04,0.96
7,2,0,0.8505,0.1495
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.139,0.861
8,3,0,0.997,0.003
8,4,0,1,0
9,1,0,0.0335,0.9665
9,2,0,0.896,0.104
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0515,0.9485
10,3,0,0.8555,0.1445
10,4,0,0.9825,0.0175
