y,fzone,punt,kick,gofor
1,1,0.204,0,0.796
1,2,0.971,0,0.029
1,3,1,0,0
1,4,1,0,0
2,1,0.1595,0,0.8405
2,2,0.969,0,0.031
2,3,1,0,0
2,4,1,0,0
3,1,0.4345,0,0.5655
3,2,0.9955,0,0.0045
3,3,1,0,0
3,4,1,0,0
4,1,0.2005,0,0.7995
4,2,0.9855,0,0.0145
4,3,1,0,0
4,4,1,0,0
5,1,0.0055,0,0.9945
5,2,0.6285,0,0.3715
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0.0055,0.03,0.9645
6,3,0.8645,0.056,0.0795
6,4,0.944,0.056,0
7,1,0,0.5615,0.4385
7,2,0,0.996,0.004
7,3,0,1,0
7,4,0,1,0
8,1,0,0.5525,0.4475
8,2,0,0.9975,0.0025
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9615,0.0385
9,2,0,0.9995,0.0005
9,3,0,1,0
9,4,0,1,0
10,1,0,0.451,0.549
10,2,0,0.9845,0.0155
10,3,0,0.9995,0.0005
10,4,0,1,0
