y,fzone,punt,kick,gofor
1,1,0.059,0,0.941
1,2,0.8565,0,0.1435
1,3,1,0,0
1,4,1,0,0
2,1,0.0425,0,0.9575
2,2,0.8635,0,0.1365
2,3,1,0,0
2,4,1,0,0
3,1,0.148,0,0.852
3,2,0.976,0,0.024
3,3,1,0,0
3,4,1,0,0
4,1,0.005,0,0.995
4,2,0.6835,0,0.3165
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0.005,0,0.995
5,3,0.93,0,0.07
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.03,0.97
6,3,0.059,0.094,0.847
6,4,0.8135,0.14,0.0465
7,1,0,0.334,0.666
7,2,0,0.9875,0.0125
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0545,0.9455
8,2,0,0.945,0.055
8,3,0,1,0
8,4,0,1,0
9,1,0,0.6525,0.3475
9,2,0,0.9995,0.0005
9,3,0,1,0
9,4,0,1,0
10,1,0,0.006,0.994
10,2,0,0.746,0.254
10,3,0,0.997,0.003
10,4,0,1,0
