y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.084,0,0.916
1,3,0.9215,0,0.0785
1,4,0.996,0,0.004
2,1,0.0005,0,0.9995
2,2,0.063,0,0.937
2,3,0.95,0,0.05
2,4,0.9985,0,0.0015
3,1,0,0,1
3,2,0.16,0,0.84
3,3,0.9895,0,0.0105
3,4,1,0,0
4,1,0,0,1
4,2,0.002,0,0.998
4,3,0.65,0,0.35
4,4,0.9975,0,0.0025
5,1,0,0,1
5,2,0.0005,0,0.9995
5,3,0.016,0,0.984
5,4,0.768,0,0.232
6,1,0,0.0135,0.9865
6,2,0,0.0365,0.9635
6,3,0,0.1085,0.8915
6,4,0.0565,0.2585,0.685
7,1,0,0.1295,0.8705
7,2,0,0.892,0.108
7,3,0,0.9995,0.0005
7,4,0,1,0
8,1,0,0,1
8,2,0,0.062,0.938
8,3,0,0.968,0.032
8,4,0,1,0
9,1,0,0.002,0.998
9,2,0,0.6385,0.3615
9,3,0,0.988,0.012
9,4,0,0.9985,0.0015
10,1,0,0,1
10,2,0,0.0015,0.9985
10,3,0,0.594,0.406
10,4,0,0.948,0.052
