y,fzone,punt,kick,gofor
1,1,0.012,0,0.988
1,2,0.666,0,0.334
1,3,1,0,0
1,4,1,0,0
2,1,0.008,0,0.992
2,2,0.64,0,0.36
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0395,0,0.9605
3,2,0.8775,0,0.1225
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.298,0,0.702
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.631,0,0.369
5,4,0.998,0,0.002
6,1,0,0.0095,0.9905
6,2,0,0.0265,0.9735
6,3,0.002,0.0895,0.9085
6,4,0.599,0.1715,0.2295
7,1,0,0.178,0.822
7,2,0,0.9665,0.0335
7,3,0,1,0
7,4,0,1,0
8,1,0,0.005,0.995
8,2,0,0.729,0.271
8,3,0,1,0
8,4,0,1,0
9,1,0,0.315,0.685
9,2,0,0.9935,0.0065
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0005,0.9995
10,2,0,0.3795,0.6205
10,3,0,0.977,0.023
10,4,0,0.9995,0.0005
