y,fzone,punt,kick,gofor
1,1,0.016,0,0.984
1,2,0.6965,0,0.3035
1,3,1,0,0
1,4,1,0,0
2,1,0.011,0,0.989
2,2,0.69,0,0.31
2,3,1,0,0
2,4,1,0,0
3,1,0.05,0,0.95
3,2,0.915,0,0.085
3,3,1,0,0
3,4,1,0,0
4,1,0.0005,0,0.9995
4,2,0.3635,0,0.6365
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.6925,0,0.3075
5,4,0.9995,0,0.0005
6,1,0,0.0095,0.9905
6,2,0,0.028,0.972
6,3,0.005,0.0925,0.9025
6,4,0.634,0.169,0.197
7,1,0,0.2255,0.7745
7,2,0,0.975,0.025
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0115,0.9885
8,2,0,0.8205,0.1795
8,3,0,1,0
8,4,0,1,0
9,1,0,0.3995,0.6005
9,2,0,0.997,0.003
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0005,0.9995
10,2,0,0.4895,0.5105
10,3,0,0.984,0.016
10,4,0,0.9995,0.0005
