y,fzone,punt,kick,gofor
1,1,0.001,0,0.999
1,2,0.3965,0,0.6035
1,3,0.9965,0,0.0035
1,4,1,0,0
2,1,0.0005,0,0.9995
2,2,0.2985,0,0.7015
2,3,0.9965,0,0.0035
2,4,1,0,0
3,1,0.0035,0,0.9965
3,2,0.554,0,0.446
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.0485,0,0.9515
4,3,0.9805,0,0.0195
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.3385,0,0.6615
5,4,0.9935,0,0.0065
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0.001,0.0825,0.9165
6,4,0.441,0.1845,0.3745
7,1,0,0.1205,0.8795
7,2,0,0.926,0.074
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0025,0.9975
8,2,0,0.572,0.428
8,3,0,1,0
8,4,0,1,0
9,1,0,0.209,0.791
9,2,0,0.9875,0.0125
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.253,0.747
10,3,0,0.9585,0.0415
10,4,0,0.997,0.003
