y,fzone,punt,kick,gofor
1,1,0.001,0,0.999
1,2,0.422,0,0.578
1,3,0.9975,0,0.0025
1,4,1,0,0
2,1,0.001,0,0.999
2,2,0.385,0,0.615
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0055,0,0.9945
3,2,0.67,0,0.33
3,3,0.9995,0,0.0005
3,4,1,0,0
4,1,0,0,1
4,2,0.038,0,0.962
4,3,0.9855,0,0.0145
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.2145,0,0.7855
5,4,0.9875,0,0.0125
6,1,0,0.008,0.992
6,2,0,0.0245,0.9755
6,3,0,0.0835,0.9165
6,4,0.2905,0.2,0.5095
7,1,0,0.0535,0.9465
7,2,0,0.8815,0.1185
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.261,0.739
8,3,0,0.998,0.002
8,4,0,1,0
9,1,0,0.064,0.936
9,2,0,0.943,0.057
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.103,0.897
10,3,0,0.908,0.092
10,4,0,0.99,0.01
