y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0245,0,0.9755
1,3,0.805,0,0.195
1,4,0.9975,0,0.0025
2,1,0,0,1
2,2,0.144,0,0.856
2,3,0.989,0,0.011
2,4,1,0,0
3,1,0,0,1
3,2,0.1595,0,0.8405
3,3,0.995,0,0.005
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.4595,0,0.5405
4,4,0.996,0,0.004
5,1,0,0,1
5,2,0,0,1
5,3,0.0025,0,0.9975
5,4,0.513,0,0.487
6,1,0,0.012,0.988
6,2,0,0.034,0.966
6,3,0,0.1045,0.8955
6,4,0.0055,0.263,0.7315
7,1,0,0.0085,0.9915
7,2,0,0.6905,0.3095
7,3,0,0.9995,0.0005
7,4,0,1,0
8,1,0,0,1
8,2,0,0,1
8,3,0,0.746,0.254
8,4,0,0.9985,0.0015
9,1,0,0,1
9,2,0,0.245,0.755
9,3,0,0.96,0.04
9,4,0,0.996,0.004
10,1,0,0,1
10,2,0,0.0005,0.9995
10,3,0,0.3635,0.6365
10,4,0,0.882,0.118
