y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0115,0,0.9885
1,3,0.683,0,0.317
1,4,0.994,0,0.006
2,1,0,0,1
2,2,0.001,0,0.999
2,3,0.655,0,0.345
2,4,0.9975,0,0.0025
3,1,0,0,1
3,2,0.0005,0,0.9995
3,3,0.812,0,0.188
3,4,0.999,0,0.001
4,1,0,0,1
4,2,0,0,1
4,3,0.0265,0,0.9735
4,4,0.856,0,0.144
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.1405,0,0.8595
6,1,0,0.0095,0.9905
6,2,0,0.028,0.972
6,3,0,0.087,0.913
6,4,0.0005,0.232,0.7675
7,1,0,0.01,0.99
7,2,0,0.482,0.518
7,3,0,0.997,0.003
7,4,0,1,0
8,1,0,0,1
8,2,0,0.0005,0.9995
8,3,0,0.6465,0.3535
8,4,0,0.9965,0.0035
9,1,0,0,1
9,2,0,0.234,0.766
9,3,0,0.9455,0.0545
9,4,0,0.996,0.004
10,1,0,0,1
10,2,0,0.0005,0.9995
10,3,0,0.3515,0.6485
10,4,0,0.882,0.118
