y,fzone,punt,kick,gofor
1,1,0.055,0,0.945
1,2,0.867,0,0.133
1,3,1,0,0
1,4,1,0,0
2,1,0.0285,0,0.9715
2,2,0.806,0,0.194
2,3,1,0,0
2,4,1,0,0
3,1,0.113,0,0.887
3,2,0.954,0,0.046
3,3,1,0,0
3,4,1,0,0
4,1,0.013,0,0.987
4,2,0.7275,0,0.2725
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0.0415,0,0.9585
5,3,0.9755,0,0.0245
5,4,1,0,0
6,1,0,0.009,0.991
6,2,0,0.0245,0.9755
6,3,0.2275,0.08,0.6925
6,4,0.888,0.1035,0.0085
7,1,0,0.3705,0.6295
7,2,0,0.992,0.008
7,3,0,1,0
7,4,0,1,0
8,1,0,0.206,0.794
8,2,0,0.991,0.009
8,3,0,1,0
8,4,0,1,0
9,1,0,0.875,0.125
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.1115,0.8885
10,2,0,0.9635,0.0365
10,3,0,0.9995,0.0005
10,4,0,1,0
