y,fzone,punt,kick,gofor
1,1,0.0085,0,0.9915
1,2,0.6315,0,0.3685
1,3,1,0,0
1,4,1,0,0
2,1,0.006,0,0.994
2,2,0.609,0,0.391
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0255,0,0.9745
3,2,0.8605,0,0.1395
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.2395,0,0.7605
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.5885,0,0.4115
5,4,0.997,0,0.003
6,1,0,0.0085,0.9915
6,2,0,0.025,0.975
6,3,0.002,0.086,0.912
6,4,0.57,0.1755,0.2545
7,1,0,0.1455,0.8545
7,2,0,0.957,0.043
7,3,0,1,0
7,4,0,1,0
8,1,0,0.004,0.996
8,2,0,0.669,0.331
8,3,0,1,0
8,4,0,1,0
9,1,0,0.269,0.731
9,2,0,0.9925,0.0075
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.3485,0.6515
10,3,0,0.972,0.028
10,4,0,0.9985,0.0015
