y,fzone,punt,kick,gofor
1,1,0.153,0,0.847
1,2,0.951,0,0.049
1,3,1,0,0
1,4,1,0,0
2,1,0.0875,0,0.9125
2,2,0.938,0,0.062
2,3,1,0,0
2,4,1,0,0
3,1,0.2635,0,0.7365
3,2,0.9905,0,0.0095
3,3,1,0,0
3,4,1,0,0
4,1,0.055,0,0.945
4,2,0.9135,0,0.0865
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.236,0,0.764
5,3,0.998,0,0.002
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.028,0.972
6,3,0.559,0.075,0.366
6,4,0.9135,0.0845,0.002
7,1,0,0.5115,0.4885
7,2,0,0.996,0.004
7,3,0,1,0
7,4,0,1,0
8,1,0,0.426,0.574
8,2,0,0.998,0.002
8,3,0,1,0
8,4,0,1,0
9,1,0,0.948,0.052
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.3105,0.6895
10,2,0,0.985,0.015
10,3,0,0.9995,0.0005
10,4,0,1,0
