y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.429,0,0.571
1,3,0.9995,0,0.0005
1,4,1,0,0
2,1,0.0575,0,0.9425
2,2,0.939,0,0.061
2,3,1,0,0
2,4,1,0,0
3,1,0.6165,0,0.3835
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.384,0,0.616
4,2,0.9985,0,0.0015
4,3,1,0,0
4,4,1,0,0
5,1,0.0025,0,0.9975
5,2,0.652,0,0.348
5,3,1,0,0
5,4,1,0,0
6,1,0,0.007,0.993
6,2,0,0.021,0.979
6,3,0.701,0.053,0.246
6,4,0.9455,0.0545,0
7,1,0,0.08,0.92
7,2,0,0.93,0.07
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0075,0.9925
8,2,0,0.808,0.192
8,3,0,1,0
8,4,0,1,0
9,1,0,0.5165,0.4835
9,2,0,0.9985,0.0015
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0175,0.9825
10,2,0,0.8195,0.1805
10,3,0,0.999,0.001
10,4,0,1,0
