y,fzone,punt,kick,gofor
1,1,0.008,0,0.992
1,2,0.5925,0,0.4075
1,3,0.9995,0,0.0005
1,4,1,0,0
2,1,0.0025,0,0.9975
2,2,0.5235,0,0.4765
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0305,0,0.9695
3,2,0.8905,0,0.1095
3,3,1,0,0
3,4,1,0,0
4,1,0.0015,0,0.9985
4,2,0.5205,0,0.4795
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0.0045,0,0.9955
5,3,0.946,0,0.054
5,4,1,0,0
6,1,0,0.007,0.993
6,2,0,0.021,0.979
6,3,0.1195,0.0675,0.813
6,4,0.8785,0.1005,0.021
7,1,0,0.111,0.889
7,2,0,0.931,0.069
7,3,0,1,0
7,4,0,1,0
8,1,0,0.02,0.98
8,2,0,0.843,0.157
8,3,0,1,0
8,4,0,1,0
9,1,0,0.576,0.424
9,2,0,0.999,0.001
9,3,0,1,0
9,4,0,1,0
10,1,0,0.005,0.995
10,2,0,0.725,0.275
10,3,0,0.9955,0.0045
10,4,0,1,0
