y,fzone,punt,kick,gofor
1,1,0.3615,0,0.6385
1,2,0.9875,0,0.0125
1,3,1,0,0
1,4,1,0,0
2,1,0.23,0,0.77
2,2,0.981,0,0.019
2,3,1,0,0
2,4,1,0,0
3,1,0.5935,0,0.4065
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.2925,0,0.7075
4,2,0.996,0,0.004
4,3,1,0,0
4,4,1,0,0
5,1,0.013,0,0.987
5,2,0.8405,0,0.1595
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0.023,0.026,0.951
6,3,0.932,0.0515,0.0165
6,4,0.9485,0.0515,0
7,1,0,0.4725,0.5275
7,2,0,0.995,0.005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.3965,0.6035
8,2,0,0.9975,0.0025
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9615,0.0385
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.336,0.664
10,2,0,0.99,0.01
10,3,0,1,0
10,4,0,1,0
