y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.02,0,0.98
1,3,0.8755,0,0.1245
1,4,1,0,0
2,1,0,0,1
2,2,0.0005,0,0.9995
2,3,0.746,0,0.254
2,4,0.999,0,0.001
3,1,0,0,1
3,2,0.003,0,0.997
3,3,0.85,0,0.15
3,4,0.9995,0,0.0005
4,1,0,0,1
4,2,0,0,1
4,3,0.1125,0,0.8875
4,4,0.966,0,0.034
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.375,0,0.625
6,1,0,0.008,0.992
6,2,0,0.0235,0.9765
6,3,0,0.082,0.918
6,4,0.008,0.226,0.766
7,1,0,0.0325,0.9675
7,2,0,0.8625,0.1375
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.1545,0.8455
8,3,0,0.9995,0.0005
8,4,0,1,0
9,1,0,0.033,0.967
9,2,0,0.9245,0.0755
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.055,0.945
10,3,0,0.9,0.1
10,4,0,0.9945,0.0055
