y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0.42,0,0.58
1,4,0.989,0,0.011
2,1,0,0,1
2,2,0.01,0,0.99
2,3,0.8805,0,0.1195
2,4,1,0,0
3,1,0,0,1
3,2,0.137,0,0.863
3,3,0.995,0,0.005
3,4,1,0,0
4,1,0,0,1
4,2,0.008,0,0.992
4,3,0.945,0,0.055
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.121,0,0.879
5,4,0.9745,0,0.0255
6,1,0,0.0065,0.9935
6,2,0,0.0185,0.9815
6,3,0,0.06,0.94
6,4,0.251,0.169,0.58
7,1,0,0.003,0.997
7,2,0,0.595,0.405
7,3,0,0.999,0.001
7,4,0,1,0
8,1,0,0,1
8,2,0,0.04,0.96
8,3,0,0.9895,0.0105
8,4,0,1,0
9,1,0,0.0275,0.9725
9,2,0,0.864,0.136
9,3,0,0.9985,0.0015
9,4,0,0.9995,0.0005
10,1,0,0,1
10,2,0,0.053,0.947
10,3,0,0.8685,0.1315
10,4,0,0.9855,0.0145
