y,fzone,punt,kick,gofor
1,1,0.525,0,0.475
1,2,0.997,0,0.003
1,3,1,0,0
1,4,1,0,0
2,1,0.352,0,0.648
2,2,0.993,0,0.007
2,3,1,0,0
2,4,1,0,0
3,1,0.6505,0,0.3495
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.3185,0,0.6815
4,2,0.993,0,0.007
4,3,1,0,0
4,4,1,0,0
5,1,0.018,0,0.982
5,2,0.781,0,0.219
5,3,1,0,0
5,4,1,0,0
6,1,0,0.011,0.989
6,2,0.023,0.0325,0.9445
6,3,0.9145,0.0555,0.03
6,4,0.9445,0.0555,0
7,1,0,0.818,0.182
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.896,0.104
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.999,0.001
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.9005,0.0995
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
