y,fzone,punt,kick,gofor
1,1,0.3635,0,0.6365
1,2,0.986,0,0.014
1,3,1,0,0
1,4,1,0,0
2,1,0.1835,0,0.8165
2,2,0.9675,0,0.0325
2,3,1,0,0
2,4,1,0,0
3,1,0.4275,0,0.5725
3,2,0.996,0,0.004
3,3,1,0,0
3,4,1,0,0
4,1,0.1225,0,0.8775
4,2,0.9755,0,0.0245
4,3,1,0,0
4,4,1,0,0
5,1,0.001,0,0.999
5,2,0.517,0,0.483
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0.003,0.027,0.97
6,3,0.829,0.0565,0.1145
6,4,0.942,0.058,0
7,1,0,0.5275,0.4725
7,2,0,0.9965,0.0035
7,3,0,1,0
7,4,0,1,0
8,1,0,0.4545,0.5455
8,2,0,0.9985,0.0015
8,3,0,1,0
8,4,0,1,0
9,1,0,0.964,0.036
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.272,0.728
10,2,0,0.9905,0.0095
10,3,0,1,0
10,4,0,1,0
