y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.113,0,0.887
1,3,0.983,0,0.017
1,4,1,0,0
2,1,0,0,1
2,2,0.188,0,0.812
2,3,0.9975,0,0.0025
2,4,1,0,0
3,1,0.004,0,0.996
3,2,0.6165,0,0.3835
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.0675,0,0.9325
4,3,0.9925,0,0.0075
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.3545,0,0.6455
5,4,0.9945,0,0.0055
6,1,0,0.006,0.994
6,2,0,0.017,0.983
6,3,0.001,0.0575,0.9415
6,4,0.4245,0.149,0.4265
7,1,0,0.007,0.993
7,2,0,0.608,0.392
7,3,0,0.999,0.001
7,4,0,1,0
8,1,0,0,1
8,2,0,0.1485,0.8515
8,3,0,0.9955,0.0045
8,4,0,1,0
9,1,0,0.076,0.924
9,2,0,0.951,0.049
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.2065,0.7935
10,3,0,0.949,0.051
10,4,0,0.995,0.005
