y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.006,0,0.994
1,3,0.662,0,0.338
1,4,0.995,0,0.005
2,1,0,0,1
2,2,0.029,0,0.971
2,3,0.9295,0,0.0705
2,4,1,0,0
3,1,0,0,1
3,2,0.0145,0,0.9855
3,3,0.9435,0,0.0565
3,4,0.9995,0,0.0005
4,1,0,0,1
4,2,0,0,1
4,3,0.118,0,0.882
4,4,0.964,0,0.036
5,1,0,0,1
5,2,0,0,1
5,3,0.0005,0,0.9995
5,4,0.2235,0,0.7765
6,1,0,0.004,0.996
6,2,0,0.0075,0.9925
6,3,0,0.0235,0.9765
6,4,0.002,0.0765,0.9215
7,1,0,0,1
7,2,0,0,1
7,3,0,0.0635,0.9365
7,4,0,0.8025,0.1975
8,1,0,0,1
8,2,0,0,1
8,3,0,0,1
8,4,0,0.158,0.842
9,1,0,0,1
9,2,0,0.0005,0.9995
9,3,0,0.2975,0.7025
9,4,0,0.817,0.183
10,1,0,0,1
10,2,0,0,1
10,3,0,0.0295,0.9705
10,4,0,0.38,0.62
