y,fzone,punt,kick,gofor
1,1,0.0085,0,0.9915
1,2,0.6515,0,0.3485
1,3,1,0,0
1,4,1,0,0
2,1,0.006,0,0.994
2,2,0.616,0,0.384
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0265,0,0.9735
3,2,0.8685,0,0.1315
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.235,0,0.765
4,3,0.9985,0,0.0015
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.5755,0,0.4245
5,4,0.997,0,0.003
6,1,0,0.009,0.991
6,2,0,0.025,0.975
6,3,0.0015,0.086,0.9125
6,4,0.554,0.179,0.267
7,1,0,0.136,0.864
7,2,0,0.952,0.048
7,3,0,1,0
7,4,0,1,0
8,1,0,0.003,0.997
8,2,0,0.629,0.371
8,3,0,1,0
8,4,0,1,0
9,1,0,0.24,0.76
9,2,0,0.9895,0.0105
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.305,0.695
10,3,0,0.967,0.033
10,4,0,0.9975,0.0025
