y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.221,0,0.779
1,3,0.9915,0,0.0085
1,4,1,0,0
2,1,0,0,1
2,2,0.153,0,0.847
2,3,0.991,0,0.009
2,4,1,0,0
3,1,0.0015,0,0.9985
3,2,0.36,0,0.64
3,3,0.998,0,0.002
3,4,1,0,0
4,1,0,0,1
4,2,0.0175,0,0.9825
4,3,0.9595,0,0.0405
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.1915,0,0.8085
5,4,0.986,0,0.014
6,1,0,0.007,0.993
6,2,0,0.021,0.979
6,3,0,0.068,0.932
6,4,0.3295,0.171,0.4995
7,1,0,0.027,0.973
7,2,0,0.8195,0.1805
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.336,0.664
8,3,0,0.9995,0.0005
8,4,0,1,0
9,1,0,0.1415,0.8585
9,2,0,0.971,0.029
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.234,0.766
10,3,0,0.955,0.045
10,4,0,0.9975,0.0025
