y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.382,0,0.618
1,3,0.9955,0,0.0045
1,4,1,0,0
2,1,0.0005,0,0.9995
2,2,0.2815,0,0.7185
2,3,0.9965,0,0.0035
2,4,1,0,0
3,1,0.003,0,0.997
3,2,0.5475,0,0.4525
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.0595,0,0.9405
4,3,0.984,0,0.016
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.405,0,0.595
5,4,0.995,0,0.005
6,1,0,0.008,0.992
6,2,0,0.0235,0.9765
6,3,0.0015,0.08,0.9185
6,4,0.5155,0.1675,0.317
7,1,0,0.081,0.919
7,2,0,0.8965,0.1035
7,3,0,1,0
7,4,0,1,0
8,1,0,0.001,0.999
8,2,0,0.519,0.481
8,3,0,0.9995,0.0005
8,4,0,1,0
9,1,0,0.1955,0.8045
9,2,0,0.983,0.017
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.2505,0.7495
10,3,0,0.9535,0.0465
10,4,0,0.9975,0.0025
