y,fzone,punt,kick,gofor
1,1,0.0095,0,0.9905
1,2,0.651,0,0.349
1,3,1,0,0
1,4,1,0,0
2,1,0.0065,0,0.9935
2,2,0.6175,0,0.3825
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.027,0,0.973
3,2,0.87,0,0.13
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.24,0,0.76
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.5825,0,0.4175
5,4,0.997,0,0.003
6,1,0,0.009,0.991
6,2,0,0.0255,0.9745
6,3,0.002,0.087,0.911
6,4,0.559,0.1785,0.2625
7,1,0,0.1445,0.8555
7,2,0,0.9555,0.0445
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0035,0.9965
8,2,0,0.651,0.349
8,3,0,1,0
8,4,0,1,0
9,1,0,0.2545,0.7455
9,2,0,0.9915,0.0085
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.3215,0.6785
10,3,0,0.968,0.032
10,4,0,0.9975,0.0025
