y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0.0005,0,0.9995
1,4,0.002,0,0.998
2,1,0,0,1
2,2,0,0,1
2,3,0,0,1
2,4,0.002,0,0.998
3,1,0,0,1
3,2,0,0,1
3,3,0,0,1
3,4,0,0,1
4,1,0,0,1
4,2,0,0,1
4,3,0,0,1
4,4,0,0,1
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0,0,1
6,1,0,0.083,0.917
6,2,0,0.14,0.86
6,3,0,0.256,0.744
6,4,0,0.4325,0.5675
7,1,0,0.359,0.641
7,2,0,0.638,0.362
7,3,0,0.9145,0.0855
7,4,0,0.9945,0.0055
8,1,0,0.004,0.996
8,2,0,0.0435,0.9565
8,3,0,0.262,0.738
8,4,0,0.7165,0.2835
9,1,0,0.0005,0.9995
9,2,0,0.016,0.984
9,3,0,0.3795,0.6205
9,4,0,0.847,0.153
10,1,0,0,1
10,2,0,0,1
10,3,0,0.006,0.994
10,4,0,0.1905,0.8095
