y,fzone,punt,kick,gofor
1,1,0.002,0,0.998
1,2,0.48,0,0.52
1,3,0.9975,0,0.0025
1,4,1,0,0
2,1,0.0005,0,0.9995
2,2,0.36,0,0.64
2,3,0.9985,0,0.0015
2,4,1,0,0
3,1,0.0085,0,0.9915
3,2,0.6895,0,0.3105
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.1945,0,0.8055
4,3,0.998,0,0.002
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.712,0,0.288
5,4,0.9995,0,0.0005
6,1,0,0.008,0.992
6,2,0,0.022,0.978
6,3,0.0185,0.0695,0.912
6,4,0.753,0.129,0.118
7,1,0,0.0835,0.9165
7,2,0,0.9045,0.0955
7,3,0,1,0
7,4,0,1,0
8,1,0,0.006,0.994
8,2,0,0.6945,0.3055
8,3,0,1,0
8,4,0,1,0
9,1,0,0.3745,0.6255
9,2,0,0.996,0.004
9,3,0,1,0
9,4,0,1,0
10,1,0,0.001,0.999
10,2,0,0.4825,0.5175
10,3,0,0.983,0.017
10,4,0,0.9995,0.0005
