y,fzone,punt,kick,gofor
1,1,0.9785,0,0.0215
1,2,0.987,0,0.013
1,3,0.9975,0,0.0025
1,4,1,0,0
2,1,0.975,0,0.025
2,2,0.9875,0,0.0125
2,3,0.9935,0,0.0065
2,4,0.9995,0,0.0005
3,1,0.988,0,0.012
3,2,0.99,0,0.01
3,3,0.998,0,0.002
3,4,1,0,0
4,1,0.9785,0,0.0215
4,2,0.9885,0,0.0115
4,3,0.993,0,0.007
4,4,0.997,0,0.003
5,1,0.896,0,0.104
5,2,0.9925,0,0.0075
5,3,0.9935,0,0.0065
5,4,0.9965,0,0.0035
6,1,0.382,0.002,0.616
6,2,0.9905,0.003,0.0065
6,3,0.992,0.003,0.005
6,4,0.992,0.003,0.005
7,1,0.0005,0,0.9995
7,2,0.041,0.081,0.878
7,3,0.3225,0.665,0.0125
7,4,0.3255,0.671,0.0035
8,1,0,0,1
8,2,0,0,1
8,3,0,0.521,0.479
8,4,0,0.964,0.036
9,1,0,0.0015,0.9985
9,2,0,0.0905,0.9095
9,3,0,0.861,0.139
9,4,0,0.9515,0.0485
10,1,0,0.0015,0.9985
10,2,0,0.003,0.997
10,3,0,0.063,0.937
10,4,0,0.3155,0.6845
