y,fzone,punt,kick,gofor
1,1,0.002,0,0.998
1,2,0.155,0,0.845
1,3,0.966,0,0.034
1,4,0.996,0,0.004
2,1,0.0015,0,0.9985
2,2,0.1195,0,0.8805
2,3,0.985,0,0.015
2,4,0.9995,0,0.0005
3,1,0,0,1
3,2,0.2555,0,0.7445
3,3,0.996,0,0.004
3,4,1,0,0
4,1,0,0,1
4,2,0.0015,0,0.9985
4,3,0.7185,0,0.2815
4,4,0.9995,0,0.0005
5,1,0,0,1
5,2,0,0,1
5,3,0.0125,0,0.9875
5,4,0.785,0,0.215
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0,0.0805,0.9195
6,4,0.0575,0.2135,0.729
7,1,0,0.0105,0.9895
7,2,0,0.6515,0.3485
7,3,0,0.9995,0.0005
7,4,0,1,0
8,1,0,0,1
8,2,0,0.0065,0.9935
8,3,0,0.94,0.06
8,4,0,0.9995,0.0005
9,1,0,0.0015,0.9985
9,2,0,0.6065,0.3935
9,3,0,0.9865,0.0135
9,4,0,1,0
10,1,0,0,1
10,2,0,0.003,0.997
10,3,0,0.6215,0.3785
10,4,0,0.9545,0.0455
