y,fzone,punt,kick,gofor
1,1,0.001,0,0.999
1,2,0.051,0,0.949
1,3,0.537,0,0.463
1,4,0.9295,0,0.0705
2,1,0,0,1
2,2,0.0005,0,0.9995
2,3,0.0485,0,0.9515
2,4,0.819,0,0.181
3,1,0.001,0,0.999
3,2,0.003,0,0.997
3,3,0.146,0,0.854
3,4,0.9615,0,0.0385
4,1,0,0,1
4,2,0.002,0,0.998
4,3,0.007,0,0.993
4,4,0.6585,0,0.3415
5,1,0,0,1
5,2,0,0,1
5,3,0.0035,0,0.9965
5,4,0.1905,0,0.8095
6,1,0,0.0075,0.9925
6,2,0,0.026,0.974
6,3,0,0.0845,0.9155
6,4,0.002,0.2195,0.7785
7,1,0,0.0155,0.9845
7,2,0,0.584,0.416
7,3,0,0.9745,0.0255
7,4,0,0.987,0.013
8,1,0,0,1
8,2,0,0.0115,0.9885
8,3,0,0.8675,0.1325
8,4,0,0.979,0.021
9,1,0,0.0025,0.9975
9,2,0,0.4725,0.5275
9,3,0,0.965,0.035
9,4,0,0.991,0.009
10,1,0,0,1
10,2,0,0.0025,0.9975
10,3,0,0.5275,0.4725
10,4,0,0.929,0.071
